season,winslot,Aslot,Bslot,winner,teamA,teamB,Aseed,Bseed,Aname,Bname,Awins,Bwins,Alosses,Blosses,Ascore,Bscore,daynum,Aregion,Bregion
L,R1W4,W04,W13,793,793,702,04,13,Texas,New Mexico St,24,24,9,8,79,67,137,East,East
L,R1W5,W05,W12,818,818,515,05,12,USC,Arkansas,23,21,11,13,77,60,137,East,East
L,R1W6,W06,W11,827,827,599,06,11,Vanderbilt,G Washington,19,23,11,8,77,44,136,East,East
L,R1W7,W07,W10,527,527,796,07,10,Boston College,Texas Tech,20,21,11,12,84,75,136,East,East
L,R1W8,W08,W09,671,660,671,08,09,Marquette,Michigan St,23,22,9,11,49,61,136,East,East
L,R1X1,X01,X16,720,720,544,01,16,Ohio St,Central Conn,30,22,3,11,78,57,136,South,South
L,R1X2,X02,X15,666,666,711,02,15,Memphis,North Texas,30,20,3,10,73,58,137,South,South
L,R1X3,X03,X14,794,794,728,03,14,Texas A&M,Penn,25,21,6,8,68,52,136,South,South
L,R1X4,X04,X13,830,830,507,04,13,Virginia,Albany NY,19,23,10,9,84,57,137,South,South
L,R1X5,X05,X12,790,790,647,05,12,Tennessee,Long Beach St,22,23,10,7,121,86,137,South,South
L,R1X6,X06,X11,651,651,783,06,11,Louisville,Stanford,22,18,9,12,78,58,136,South,South
L,R1X7,X07,X10,699,699,562,07,10,Nevada,Creighton,27,22,4,10,77,71,137,South,South
L,R1X8,X08,X09,853,536,853,08,09,BYU,Xavier,24,24,8,8,77,79,136,South,South
L,R1Y1,Y01,Y16,592,592,632,01,16,Florida,Jackson St,29,20,5,13,112,69,137,Midwest,Midwest
L,R1Y2,Y02,Y15,849,849,787,02,15,Wisconsin,TAM C. Christi,29,24,5,6,76,63,137,Midwest,Midwest
L,R1Y3,Y03,Y14,725,725,669,03,14,Oregon,Miami OH,26,18,7,14,58,56,137,Midwest,Midwest
L,R1Y4,Y04,Y13,662,662,568,04,13,Maryland,Davidson,24,27,8,4,82,70,136,Midwest,Midwest
L,R1Y5,Y05,Y12,535,535,723,05,12,Butler,Old Dominion,25,24,6,8,57,46,136,Midwest,Midwest
L,R1Y6,Y06,Y11,848,717,848,06,11,Notre Dame,Winthrop,24,24,7,4,64,74,137,Midwest,Midwest
L,R1Y7,Y07,Y10,817,817,606,07,10,UNLV,Georgia Tech,27,20,6,11,67,63,137,Midwest,Midwest
L,R1Y8,Y08,Y09,738,511,738,08,09,Arizona,Purdue,20,21,10,11,63,72,137,Midwest,Midwest
L,R1Z1,Z01,Z16,636,636,704,01,16,Kansas,Niagara,30,22,4,11,107,67,137,West,West
L,R1Z2,Z02,Z15,810,810,842,02,15,UCLA,Weber St,25,17,5,11,70,42,136,West,West
L,R1Z3,Z03,Z14,731,731,851,03,14,Pittsburgh,Wright St,27,23,7,9,79,58,136,West,West
L,R1Z4,Z04,Z13,749,749,616,04,13,S Illinois,Holy Cross,26,25,6,8,61,51,137,West,West
L,R1Z5,Z05,Z12,831,831,623,05,12,Virginia Tech,Illinois,20,23,11,11,54,52,137,West,West
L,R1Z6,Z06,Z11,825,577,825,06,11,Duke,VA Commonwealth,22,27,10,6,77,79,136,West,West
L,R1Z7,Z07,Z10,625,625,607,07,10,Indiana,Gonzaga,20,23,10,10,70,57,136,West,West
L,R1Z8,Z08,Z09,640,640,829,08,09,Kentucky,Villanova,21,21,11,10,67,58,137,West,West
L,R2W1,R1W1,R1W8,708,708,671,01,09,North Carolina,Michigan St,28,22,6,11,81,67,138,East,East
L,R2W2,R1W2,R1W7,603,603,527,02,07,Georgetown,Boston College,26,20,6,11,62,55,138,East,East
L,R2W3,R1W3,R1W6,827,841,827,03,06,Washington St,Vanderbilt,25,19,7,11,74,78,138,East,East
L,R2W4,R1W4,R1W5,818,793,818,04,05,Texas,USC,24,23,9,11,68,87,139,East,East
L,R2X1,R1X1,R1X8,720,720,853,01,09,Ohio St,Xavier,30,24,3,8,78,71,138,South,South
L,R2X2,R1X2,R1X7,666,666,699,02,07,Memphis,Nevada,30,27,3,4,78,62,139,South,South
L,R2X3,R1X3,R1X6,794,794,651,03,06,Texas A&M,Louisville,25,22,6,9,72,69,138,South,South
L,R2X4,R1X4,R1X5,790,830,790,04,05,Virginia,Tennessee,19,22,10,10,74,77,139,South,South
L,R2Y1,R1Y1,R1Y8,592,592,738,01,09,Florida,Purdue,29,21,5,11,74,67,139,Midwest,Midwest
L,R2Y2,R1Y2,R1Y7,817,849,817,02,07,Wisconsin,UNLV,29,27,5,6,68,74,139,Midwest,Midwest
L,R2Y3,R1Y3,R1Y6,725,725,848,03,11,Oregon,Winthrop,26,24,7,4,75,61,139,Midwest,Midwest
L,R2Y4,R1Y4,R1Y5,535,662,535,04,05,Maryland,Butler,24,25,8,6,59,62,138,Midwest,Midwest
L,R2Z1,R1Z1,R1Z8,636,636,640,01,08,Kansas,Kentucky,30,21,4,11,88,76,139,West,West
L,R2Z2,R1Z2,R1Z7,810,810,625,02,07,UCLA,Indiana,25,20,5,10,54,49,138,West,West
L,R2Z3,R1Z3,R1Z6,731,731,825,03,11,Pittsburgh,VA Commonwealth,27,27,7,6,84,79,138,West,West
L,R2Z4,R1Z4,R1Z5,749,749,831,04,05,S Illinois,Virginia Tech,26,20,6,11,63,48,139,West,West
L,R3W1,R2W1,R2W4,708,708,818,01,05,North Carolina,USC,28,23,6,11,74,64,144,East,East
L,R3W2,R2W2,R2W3,603,603,827,02,06,Georgetown,Vanderbilt,26,19,6,11,66,65,144,East,East
L,R3X1,R2X1,R2X4,720,720,790,01,05,Ohio St,Tennessee,30,22,3,10,85,84,143,South,South
L,R3X2,R2X2,R2X3,666,666,794,02,03,Memphis,Texas A&M,30,25,3,6,65,64,143,South,South
L,R3Y1,R2Y1,R2Y4,592,592,535,01,05,Florida,Butler,29,25,5,6,65,57,144,Midwest,Midwest
L,R3Y2,R2Y2,R2Y3,725,817,725,07,03,UNLV,Oregon,27,26,6,7,72,76,144,Midwest,Midwest
L,R3Z1,R2Z1,R2Z4,636,636,749,01,04,Kansas,S Illinois,30,26,4,6,61,58,143,West,West
L,R3Z2,R2Z2,R2Z3,810,810,731,02,03,UCLA,Pittsburgh,25,27,5,7,64,55,143,West,West
L,R4W1,R3W1,R3W2,603,708,603,01,02,North Carolina,Georgetown,28,26,6,6,84,96,146,East,East
L,R4X1,R3X1,R3X2,720,720,666,01,02,Ohio St,Memphis,30,30,3,3,92,76,145,South,South
L,R4Y1,R3Y1,R3Y2,592,592,725,01,03,Florida,Oregon,29,26,5,7,85,77,146,Midwest,Midwest
L,R4Z1,R3Z1,R3Z2,810,636,810,01,02,Kansas,UCLA,30,25,4,5,55,68,145,West,West
L,R5WX,R4W1,R4X1,720,603,720,02,01,Georgetown,Ohio St,26,30,6,3,60,67,152,East,South
L,R5YZ,R4Y1,R4Z1,592,592,810,01,02,Florida,UCLA,29,25,5,5,76,66,152,Midwest,West
L,R6CH,R5WX,R5YZ,592,720,592,01,01,Ohio St,Florida,30,29,3,5,75,84,154,South,Midwest
M,W16,W16a,W16b,686,560,686,16,16,Coppin St,Mt St Marys,14,18,20,14,60,69,134,East,East
M,R1W1,W01,W16,708,708,686,01,16,North Carolina,Mt St Marys,32,18,2,14,113,74,137,East,East
M,R1W2,W02,W15,790,790,509,02,15,Tennessee,American Univ,28,21,4,11,72,57,137,East,East
M,R1W3,W03,W14,651,651,526,03,14,Louisville,Boise St,24,24,8,8,79,61,137,East,East
M,R1W4,W04,W13,841,841,848,04,13,Washington St,Winthrop,24,20,8,11,71,40,136,East,East
M,R1W5,W05,W12,717,717,602,05,12,Notre Dame,George Mason,24,23,7,10,68,50,136,East,East
M,R1W6,W06,W11,721,721,779,06,11,Oklahoma,St Josephs PA,22,21,11,12,72,64,137,East,East
M,R1W7,W07,W10,535,535,768,07,10,Butler,South Alabama,29,25,3,6,81,61,137,East,East
M,R1W8,W08,W09,515,625,515,08,09,Indiana,Arkansas,25,22,7,11,72,86,137,East,East
M,R1X1,X01,X16,636,636,733,01,16,Kansas,Portland St,30,21,3,9,85,61,136,Midwest,Midwest
M,R1X2,X02,X15,603,603,813,02,15,Georgetown,UMBC,27,23,5,8,66,47,137,Midwest,Midwest
M,R1X3,X03,X14,849,849,564,03,14,Wisconsin,CS Fullerton,29,23,4,8,71,56,136,Midwest,Midwest
M,R1X4,X04,X13,766,827,766,04,13,Vanderbilt,Siena,26,22,7,10,62,83,137,Midwest,Midwest
M,R1X5,X05,X12,829,551,829,05,12,Clemson,Villanova,23,20,9,12,69,75,137,Midwest,Midwest
M,R1X6,X06,X11,637,818,637,06,11,USC,Kansas St,21,19,11,11,67,80,136,Midwest,Midwest
M,R1X7,X07,X10,568,607,568,07,10,Gonzaga,Davidson,25,25,7,6,76,82,137,Midwest,Midwest
M,R1X8,X08,X09,817,817,639,08,09,UNLV,Kent,25,28,7,6,71,58,136,Midwest,Midwest
M,R1Y1,Y01,Y16,666,666,819,01,16,Memphis,UT Arlington,33,17,1,11,87,63,137,South,South
M,R1Y2,Y02,Y15,793,793,519,02,15,Texas,Austin Peay,27,24,6,10,74,54,137,South,South
M,R1Y3,Y03,Y14,783,783,561,03,14,Stanford,Cornell,26,21,7,5,77,53,136,South,South
M,R1Y4,Y04,Y13,731,731,724,04,13,Pittsburgh,Oral Roberts,26,23,9,8,82,63,136,South,South
M,R1Y5,Y05,Y12,671,671,789,05,12,Michigan St,Temple,25,21,8,12,72,61,136,South,South
M,R1Y6,Y06,Y11,660,660,640,06,11,Marquette,Kentucky,23,18,9,12,74,66,136,South,South
M,R1Y7,Y07,Y10,668,668,781,07,10,Miami FL,St Marys CA,21,24,10,6,78,64,137,South,South
M,R1Y8,Y08,Y09,675,675,725,08,09,Mississippi St,Oregon,22,18,10,13,76,69,137,South,South
M,R1Z1,Z01,Z16,810,810,685,01,16,UCLA,MS Valley St,30,15,3,15,70,29,136,West,West
M,R1Z2,Z02,Z15,577,577,522,02,15,Duke,Belmont,27,24,5,8,71,70,136,West,West
M,R1Z3,Z03,Z14,853,853,604,03,14,Xavier,Georgia,27,16,6,16,73,61,136,West,West
M,R1Z4,Z04,Z13,753,559,753,04,13,Connecticut,San Diego,24,20,8,13,69,70,137,West,West
M,R1Z5,Z05,Z12,835,575,835,05,12,Drake,W Kentucky,26,25,4,6,99,101,137,West,West
M,R1Z6,Z06,Z11,738,738,521,06,11,Purdue,Baylor,24,20,8,10,90,79,136,West,West
M,R1Z7,Z07,Z10,843,843,511,07,10,West Virginia,Arizona,23,18,10,14,75,65,136,West,West
M,R1Z8,Z08,Z09,794,536,794,08,09,BYU,Texas A&M,27,23,7,10,62,67,136,West,West
M,R2W1,R1W1,R1W8,708,708,515,01,09,North Carolina,Arkansas,32,22,2,11,108,77,139,East,East
M,R2W2,R1W2,R1W7,790,790,535,02,07,Tennessee,Butler,28,29,4,3,76,71,139,East,East
M,R2W3,R1W3,R1W6,651,651,721,03,06,Louisville,Oklahoma,24,22,8,11,78,48,139,East,East
M,R2W4,R1W4,R1W5,841,841,717,04,05,Washington St,Notre Dame,24,24,8,7,61,41,138,East,East
M,R2X1,R1X1,R1X8,636,636,817,01,08,Kansas,UNLV,30,25,3,7,75,56,138,Midwest,Midwest
M,R2X2,R1X2,R1X7,568,603,568,02,10,Georgetown,Davidson,27,25,5,6,70,74,139,Midwest,Midwest
M,R2X3,R1X3,R1X6,849,849,637,03,11,Wisconsin,Kansas St,29,19,4,11,72,55,138,Midwest,Midwest
M,R2X4,R1X4,R1X5,829,766,829,13,12,Siena,Villanova,22,20,10,12,72,84,139,Midwest,Midwest
M,R2Y1,R1Y1,R1Y8,666,666,675,01,08,Memphis,Mississippi St,33,22,1,10,77,74,139,South,South
M,R2Y2,R1Y2,R1Y7,793,793,668,02,07,Texas,Miami FL,27,21,6,10,75,72,139,South,South
M,R2Y3,R1Y3,R1Y6,783,783,660,03,06,Stanford,Marquette,26,23,7,9,82,81,138,South,South
M,R2Y4,R1Y4,R1Y5,671,731,671,04,05,Pittsburgh,Michigan St,26,25,9,8,54,65,138,South,South
M,R2Z1,R1Z1,R1Z8,810,810,794,01,09,UCLA,Texas A&M,30,23,3,10,51,49,138,West,West
M,R2Z2,R1Z2,R1Z7,843,577,843,02,07,Duke,West Virginia,27,23,5,10,67,73,138,West,West
M,R2Z3,R1Z3,R1Z6,853,853,738,03,06,Xavier,Purdue,27,24,6,8,85,78,138,West,West
M,R2Z4,R1Z4,R1Z5,835,753,835,13,12,San Diego,W Kentucky,20,25,13,6,63,72,139,West,West
M,R3W1,R2W1,R2W4,708,708,841,01,04,North Carolina,Washington St,32,24,2,8,68,47,143,East,East
M,R3W2,R2W2,R2W3,651,790,651,02,03,Tennessee,Louisville,28,24,4,8,60,79,143,East,East
M,R3X1,R2X1,R2X4,636,636,829,01,12,Kansas,Villanova,30,20,3,12,72,57,144,Midwest,Midwest
M,R3X2,R2X2,R2X3,568,568,849,10,03,Davidson,Wisconsin,25,29,6,4,73,56,144,Midwest,Midwest
M,R3Y1,R2Y1,R2Y4,666,666,671,01,05,Memphis,Michigan St,33,25,1,8,92,74,144,South,South
M,R3Y2,R2Y2,R2Y3,793,793,783,02,03,Texas,Stanford,27,26,6,7,82,62,144,South,South
M,R3Z1,R2Z1,R2Z4,810,810,835,01,12,UCLA,W Kentucky,30,25,3,6,88,78,143,West,West
M,R3Z2,R2Z2,R2Z3,853,843,853,07,03,West Virginia,Xavier,23,27,10,6,75,79,143,West,West
M,R4W1,R3W1,R3W2,708,708,651,01,03,North Carolina,Louisville,32,24,2,8,83,73,145,East,East
M,R4X1,R3X1,R3X2,636,636,568,01,10,Kansas,Davidson,30,25,3,6,59,57,146,Midwest,Midwest
M,R4Y1,R3Y1,R3Y2,666,666,793,01,02,Memphis,Texas,33,27,1,6,85,67,146,South,South
M,R4Z1,R3Z1,R3Z2,810,810,853,01,03,UCLA,Xavier,30,27,3,6,76,57,145,West,West
M,R5WX,R4W1,R4X1,636,708,636,01,01,North Carolina,Kansas,32,30,2,3,66,84,152,East,Midwest
M,R5YZ,R4Y1,R4Z1,666,666,810,01,01,Memphis,UCLA,33,30,1,3,78,63,152,South,West
M,R6CH,R5WX,R5YZ,636,636,666,01,01,Kansas,Memphis,30,33,3,1,75,68,154,Midwest,South
N,Y16,Y16a,Y16b,682,506,682,16,16,Alabama St,Morehead St,20,17,9,15,43,58,134,Midwest,Midwest
N,R1W1,W01,W16,731,731,586,01,16,Pittsburgh,ETSU,27,22,4,10,72,62,137,East,East
N,R1W2,W02,W15,577,577,524,02,15,Duke,Binghamton,28,22,6,8,86,62,136,East,East
N,R1W3,W03,W14,829,829,509,03,14,Villanova,American Univ,26,24,7,7,80,67,136,East,East
N,R1W4,W04,W13,853,853,733,04,13,Xavier,Portland St,25,22,7,9,77,59,137,East,East
N,R1W5,W05,W12,849,595,849,05,12,Florida St,Wisconsin,25,19,9,12,59,61,137,East,East
N,R1W6,W06,W11,810,810,825,06,11,UCLA,VA Commonwealth,25,24,8,9,65,64,136,East,East
N,R1W7,W07,W10,793,793,673,07,10,Texas,Minnesota,22,21,11,10,76,62,136,East,East
N,R1W8,W08,W09,722,722,790,08,09,Oklahoma St,Tennessee,22,21,11,12,77,75,137,East,East
N,R1X1,X01,X16,708,708,740,01,16,North Carolina,Radford,27,18,4,11,101,58,136,South,South
N,R1X2,X02,X15,721,721,683,02,15,Oklahoma,Morgan St,27,22,5,11,82,54,136,South,South
N,R1X3,X03,X14,786,786,765,03,14,Syracuse,SF Austin,25,20,9,7,59,44,137,South,South
N,R1X4,X04,X13,607,607,503,04,13,Gonzaga,Akron,25,22,5,12,77,64,136,South,South
N,R1X5,X05,X12,835,623,835,05,12,Illinois,W Kentucky,24,23,9,8,72,76,136,South,South
N,R1X6,X06,X11,512,512,789,06,11,Arizona St,Temple,24,22,9,11,66,57,137,South,South
N,R1X7,X07,X10,670,551,670,07,10,Clemson,Michigan,23,19,8,13,59,62,136,South,South
N,R1X8,X08,X09,655,655,535,08,09,LSU,Butler,26,25,7,5,75,71,136,South,South
N,R1Y1,Y01,Y16,651,651,682,01,16,Louisville,Morehead St,28,17,5,15,74,54,137,Midwest,Midwest
N,R1Y2,Y02,Y15,671,671,745,02,15,Michigan St,Robert Morris,26,24,6,10,77,62,137,Midwest,Midwest
N,R1Y3,Y03,Y14,636,636,689,03,14,Kansas,N Dakota St,25,24,7,6,84,74,137,Midwest,Midwest
N,R1Y4,Y04,Y13,552,839,552,04,13,Wake Forest,Cleveland St,24,22,6,10,69,84,137,Midwest,Midwest
N,R1Y5,Y05,Y12,511,821,511,05,12,Utah,Arizona,24,19,8,13,71,84,137,Midwest,Midwest
N,R1Y6,Y06,Y11,569,843,569,06,11,West Virginia,Dayton,23,26,11,7,60,68,137,Midwest,Midwest
N,R1Y7,Y07,Y10,818,527,818,07,10,Boston College,USC,22,21,11,12,55,72,137,Midwest,Midwest
N,R1Y8,Y08,Y09,766,720,766,08,09,Ohio St,Siena,22,26,10,7,72,74,137,Midwest,Midwest
N,R1Z1,Z01,Z16,559,559,547,01,16,Connecticut,Chattanooga,27,16,4,16,103,47,136,West,West
N,R1Z2,Z02,Z15,666,666,565,02,15,Memphis,CS Northridge,31,16,3,13,81,70,136,West,West
N,R1Z3,Z03,Z14,676,676,561,03,14,Missouri,Cornell,28,20,6,9,78,59,137,West,West
N,R1Z4,Z04,Z13,840,840,675,04,13,Washington,Mississippi St,25,22,8,12,71,58,136,West,West
N,R1Z5,Z05,Z12,738,738,714,05,12,Purdue,Northern Iowa,25,23,9,10,61,56,136,West,West
N,R1Z6,Z06,Z11,660,660,822,06,11,Marquette,Utah St,24,29,9,4,58,57,137,West,West
N,R1Z7,Z07,Z10,662,539,662,07,10,California,Maryland,22,20,10,13,71,84,136,West,West
N,R1Z8,Z08,Z09,794,536,794,08,09,BYU,Texas A&M,24,23,7,9,66,79,136,West,West
N,R2W1,R1W1,R1W8,731,731,722,01,08,Pittsburgh,Oklahoma St,27,22,4,11,84,76,139,East,East
N,R2W2,R1W2,R1W7,577,577,793,02,07,Duke,Texas,28,22,6,11,74,69,138,East,East
N,R2W3,R1W3,R1W6,829,829,810,03,06,Villanova,UCLA,26,25,7,8,89,69,138,East,East
N,R2W4,R1W4,R1W5,853,853,849,04,12,Xavier,Wisconsin,25,19,7,12,60,49,139,East,East
N,R2X1,R1X1,R1X8,708,708,655,01,08,North Carolina,LSU,27,26,4,7,84,70,138,South,South
N,R2X2,R1X2,R1X7,721,721,670,02,10,Oklahoma,Michigan,27,19,5,13,73,63,138,South,South
N,R2X3,R1X3,R1X6,786,786,512,03,06,Syracuse,Arizona St,25,24,9,9,78,67,139,South,South
N,R2X4,R1X4,R1X5,607,607,835,04,12,Gonzaga,W Kentucky,25,23,5,8,83,81,138,South,South
N,R2Y1,R1Y1,R1Y8,651,651,766,01,09,Louisville,Siena,28,26,5,7,79,72,139,Midwest,Midwest
N,R2Y2,R1Y2,R1Y7,671,671,818,02,10,Michigan St,USC,26,21,6,12,74,69,139,Midwest,Midwest
N,R2Y3,R1Y3,R1Y6,636,636,569,03,11,Kansas,Dayton,25,26,7,7,60,43,139,Midwest,Midwest
N,R2Y4,R1Y4,R1Y5,511,552,511,13,12,Cleveland St,Arizona,22,19,10,13,57,71,139,Midwest,Midwest
N,R2Z1,R1Z1,R1Z8,559,559,794,01,09,Connecticut,Texas A&M,27,23,4,9,92,66,138,West,West
N,R2Z2,R1Z2,R1Z7,666,666,662,02,10,Memphis,Maryland,31,20,3,13,89,70,138,West,West
N,R2Z3,R1Z3,R1Z6,676,676,660,03,06,Missouri,Marquette,28,24,6,9,83,79,139,West,West
N,R2Z4,R1Z4,R1Z5,738,840,738,04,05,Washington,Purdue,25,25,8,9,74,76,138,West,West
N,R3W1,R2W1,R2W4,731,731,853,01,04,Pittsburgh,Xavier,27,25,4,7,60,55,143,East,East
N,R3W2,R2W2,R2W3,829,577,829,02,03,Duke,Villanova,28,26,6,7,54,77,143,East,East
N,R3X1,R2X1,R2X4,708,708,607,01,04,North Carolina,Gonzaga,27,25,4,5,98,77,144,South,South
N,R3X2,R2X2,R2X3,721,721,786,02,03,Oklahoma,Syracuse,27,25,5,9,84,71,144,South,South
N,R3Y1,R2Y1,R2Y4,651,651,511,01,12,Louisville,Arizona,28,19,5,13,103,64,144,Midwest,Midwest
N,R3Y2,R2Y2,R2Y3,671,671,636,02,03,Michigan St,Kansas,26,25,6,7,67,62,144,Midwest,Midwest
N,R3Z1,R2Z1,R2Z4,559,559,738,01,05,Connecticut,Purdue,27,25,4,9,72,60,143,West,West
N,R3Z2,R2Z2,R2Z3,676,666,676,02,03,Memphis,Missouri,31,28,3,6,91,102,143,West,West
N,R4W1,R3W1,R3W2,829,731,829,01,03,Pittsburgh,Villanova,27,26,4,7,76,78,145,East,East
N,R4X1,R3X1,R3X2,708,708,721,01,02,North Carolina,Oklahoma,27,27,4,5,72,60,146,South,South
N,R4Y1,R3Y1,R3Y2,671,651,671,01,02,Louisville,Michigan St,28,26,5,6,52,64,146,Midwest,Midwest
N,R4Z1,R3Z1,R3Z2,559,559,676,01,03,Connecticut,Missouri,27,28,4,6,82,75,145,West,West
N,R5WX,R4W1,R4X1,708,829,708,03,01,Villanova,North Carolina,26,27,7,4,69,83,152,East,South
N,R5YZ,R4Y1,R4Z1,671,671,559,02,01,Michigan St,Connecticut,26,27,6,4,82,73,152,Midwest,West
N,R6CH,R5WX,R5YZ,708,708,671,01,02,North Carolina,Michigan St,27,26,4,6,89,72,154,South,Midwest
O,X16,X16a,X16b,514,514,848,16,16,Ark Pine Bluff,Winthrop,17,17,15,13,61,44,134,South,South
O,R1W1,W01,W16,640,640,586,01,16,Kentucky,ETSU,32,19,2,14,100,71,136,East,East
O,R1W2,W02,W15,843,843,683,02,15,West Virginia,Morgan St,27,27,6,9,77,50,137,East,East
O,R1W3,W03,W14,701,701,680,03,14,New Mexico,Montana,29,20,4,9,62,57,136,East,East
O,R1W4,W04,W13,849,849,850,04,13,Wisconsin,Wofford,23,25,8,8,53,49,137,East,East
O,R1W5,W05,W12,561,789,561,05,12,Temple,Cornell,29,25,5,4,65,78,137,East,East
O,R1W6,W06,W11,840,660,840,06,11,Marquette,Washington,22,24,11,9,78,80,136,East,East
O,R1W7,W07,W10,676,551,676,07,10,Clemson,Missouri,21,22,10,10,78,86,137,East,East
O,R1W8,W08,W09,839,793,839,08,09,Texas,Wake Forest,24,19,9,10,80,81,136,East,East
O,R1X1,X01,X16,577,577,514,01,16,Duke,Ark Pine Bluff,29,17,5,15,73,44,137,South,South
O,R1X2,X02,X15,829,829,745,02,15,Villanova,Robert Morris,24,23,7,11,73,70,136,South,South
O,R1X3,X03,X14,521,521,751,03,14,Baylor,Sam Houston St,24,21,7,7,68,59,136,South,South
O,R1X4,X04,X13,738,738,766,04,13,Purdue,Siena,27,27,5,6,72,64,137,South,South
O,R1X5,X05,X12,794,794,822,05,12,Texas A&M,Utah St,22,26,9,7,69,53,137,South,South
O,R1X6,X06,X11,723,717,723,06,11,Notre Dame,Old Dominion,23,26,11,8,50,51,136,South,South
O,R1X7,X07,X10,781,743,781,07,10,Richmond,St Marys CA,26,25,8,5,71,80,136,South,South
O,R1X8,X08,X09,539,539,651,08,09,California,Louisville,23,20,10,12,77,62,137,South,South
O,R1Y1,Y01,Y16,636,636,644,01,16,Kansas,Lehigh,32,22,2,10,90,74,136,Midwest,Midwest
O,R1Y2,Y02,Y15,720,720,757,02,15,Ohio St,Santa Barbara,27,19,7,9,68,51,137,Midwest,Midwest
O,R1Y3,Y03,Y14,719,603,719,03,14,Georgetown,Ohio,23,20,10,14,83,97,136,Midwest,Midwest
O,R1Y4,Y04,Y13,662,662,617,04,13,Maryland,Houston,22,18,8,15,89,77,137,Midwest,Midwest
O,R1Y5,Y05,Y12,671,671,702,05,12,Michigan St,New Mexico St,24,21,8,11,70,67,137,Midwest,Midwest
O,R1Y6,Y06,Y11,790,790,754,06,11,Tennessee,San Diego St,25,23,8,8,62,59,136,Midwest,Midwest
O,R1Y7,Y07,Y10,606,722,606,07,10,Oklahoma St,Georgia Tech,22,21,10,12,59,64,137,Midwest,Midwest
O,R1Y8,Y08,Y09,714,817,714,08,09,UNLV,Northern Iowa,24,28,8,4,66,69,136,Midwest,Midwest
O,R1Z1,Z01,Z16,786,786,828,01,16,Syracuse,Vermont,28,25,4,9,79,56,137,West,West
O,R1Z2,Z02,Z15,637,637,711,02,15,Kansas St,North Texas,25,22,7,8,82,62,136,West,West
O,R1Z3,Z03,Z14,731,731,718,03,14,Pittsburgh,Oakland,24,24,8,8,89,66,137,West,West
O,R1Z4,Z04,Z13,687,827,687,04,13,Vanderbilt,Murray St,23,28,8,4,65,66,136,West,West
O,R1Z5,Z05,Z12,535,535,824,05,12,Butler,UTEP,28,26,4,6,77,59,136,West,West
O,R1Z6,Z06,Z11,853,853,673,06,11,Xavier,Minnesota,24,21,8,13,65,54,137,West,West
O,R1Z7,Z07,Z10,536,536,592,07,10,BYU,Florida,28,21,5,12,99,92,136,West,West
O,R1Z8,Z08,Z09,607,607,595,08,09,Gonzaga,Florida St,25,22,6,9,67,60,137,West,West
O,R2W1,R1W1,R1W8,640,640,839,01,09,Kentucky,Wake Forest,32,19,2,10,90,60,138,East,East
O,R2W2,R1W2,R1W7,843,843,676,02,10,West Virginia,Missouri,27,22,6,10,68,59,139,East,East
O,R2W3,R1W3,R1W6,840,701,840,03,11,New Mexico,Washington,29,24,4,9,64,82,138,East,East
O,R2W4,R1W4,R1W5,561,849,561,04,12,Wisconsin,Cornell,23,25,8,4,69,87,139,East,East
O,R2X1,R1X1,R1X8,577,577,539,01,08,Duke,California,29,23,5,10,68,53,139,South,South
O,R2X2,R1X2,R1X7,781,829,781,02,10,Villanova,St Marys CA,24,25,7,5,68,75,138,South,South
O,R2X3,R1X3,R1X6,521,521,723,03,11,Baylor,Old Dominion,24,26,7,8,76,68,138,South,South
O,R2X4,R1X4,R1X5,738,738,794,04,05,Purdue,Texas A&M,27,22,5,9,63,61,139,South,South
O,R2Y1,R1Y1,R1Y8,714,636,714,01,09,Kansas,Northern Iowa,32,28,2,4,67,69,138,Midwest,Midwest
O,R2Y2,R1Y2,R1Y7,720,720,606,02,10,Ohio St,Georgia Tech,27,21,7,12,75,66,139,Midwest,Midwest
O,R2Y3,R1Y3,R1Y6,790,719,790,14,06,Ohio,Tennessee,20,25,14,8,68,83,138,Midwest,Midwest
O,R2Y4,R1Y4,R1Y5,671,662,671,04,05,Maryland,Michigan St,22,24,8,8,83,85,139,Midwest,Midwest
O,R2Z1,R1Z1,R1Z8,786,786,607,01,08,Syracuse,Gonzaga,28,25,4,6,87,65,139,West,West
O,R2Z2,R1Z2,R1Z7,637,637,536,02,07,Kansas St,BYU,25,28,7,5,84,72,138,West,West
O,R2Z3,R1Z3,R1Z6,853,731,853,03,06,Pittsburgh,Xavier,24,24,8,8,68,71,139,West,West
O,R2Z4,R1Z4,R1Z5,535,687,535,13,05,Murray St,Butler,28,28,4,4,52,54,138,West,West
O,R3W1,R2W1,R2W4,640,640,561,01,12,Kentucky,Cornell,32,25,2,4,62,45,143,East,East
O,R3W2,R2W2,R2W3,843,843,840,02,11,West Virginia,Washington,27,24,6,9,69,56,143,East,East
O,R3X1,R2X1,R2X4,577,577,738,01,04,Duke,Purdue,29,27,5,5,70,57,144,South,South
O,R3X2,R2X2,R2X3,521,781,521,10,03,St Marys CA,Baylor,25,24,5,7,49,72,144,South,South
O,R3Y1,R2Y1,R2Y4,671,714,671,09,05,Northern Iowa,Michigan St,28,24,4,8,52,59,144,Midwest,Midwest
O,R3Y2,R2Y2,R2Y3,790,720,790,02,06,Ohio St,Tennessee,27,25,7,8,73,76,144,Midwest,Midwest
